% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary original 
@ATTRIBUTE word String 
@ATTRIBUTE usefulVotesPercent {A,B,C,D,E}
@ATTRIBUTE usefulnessPercent {A,B,C,D,E}

@DATA 
ceramic,D,C
reach,C,B
react,D,C
insist,D,B
redeemed,C,C
reviewers,B,B
pushes,C,B
sliver,D,B
george,C,A
pushed,D,C
studded,A,C
frequented,B,B
kenny,B,D
toddler,C,A
rural,B,B
soaking,C,B
crafting,C,A
inside,C,B
saigon,C,C
retirees,D,A
errors,D,B
pressured,B,D
appealed,C,A
redbox,B,D
takers,D,B
ethical,D,D
retreat,C,C
creamsicle,D,B
motorcycle,C,A
eveningi,A,B
evenings,C,B
comprehensive,C,A
parlors,D,B
appointment,B,A
stallion,D,A
boasted,D,D
options,B,A
tremendously,B,B
alignment,B,D
obesity,B,A
traditions,A,A
threatening,D,B
typically,B,A
before,C,B
screw,C,B
crashed,C,B
vieja,B,A
arepas,B,A
occasionally,C,B
sweetthe,D,B
arizonans,C,B
horrendous,C,A
billed,C,B
standard,B,B
scrub,C,B
danger,A,C
cushions,C,A
stadiums,C,B
acoustics,C,A
rubbery,C,C
views,C,B
overcharged,B,B
ensuring,C,C
wanted,C,B
flavourful,B,A
frequently,B,A
bustling,D,B
servicethis,B,A
fluids,B,A
tablespoons,B,C
eggingtons,B,B
video,C,A
extract,D,C
busser,C,A
bussed,D,C
insulting,D,C
loooong,C,B
calendar,D,A
sights,B,B
quit,C,B
quiz,C,A
kierland,C,B
mustard,D,B
cameron,B,E
mouthful,D,A
loooove,B,C
marsala,B,A
proscuitto,B,B
preschool,B,D
quad,C,A
scrambled,C,B
underdressed,C,C
yadda,B,E
microwaves,D,B
microwaved,C,A
fluent,D,A
panini,C,B
scrambles,C,C
snacks,C,B
scrap,C,B
mirror,D,B
return,C,A
automotive,C,C
tilapia,C,A
cameras,D,C
overcooking,B,A
sighed,D,B
fluffy,C,B
replaced,C,D
railroad,C,A
elbow,D,C
daniel,D,B
vicky,D,E
adjustment,B,A
harmony,A,C
dollars,C,A
helpfull,B,D
helpfuli,B,C
insert,A,C
highway,C,A
flamingo,C,A
banking,C,D
gluttony,A,C
utensil,D,C
sirloin,B,C
insect,B,D
runny,C,B
departments,C,B
shortrib,B,A
luncheon,C,C
danish,D,C
restaurantsthe,C,B
portland,D,A
quattro,C,A
corny,C,D
diapers,D,A
exploding,A,A
support,C,B
suppose,C,B
tests,B,B
agaves,D,C
fiesta,C,A
keith,B,B
coral,C,C
miami,C,A
insult,D,C
insure,C,D
swimming,C,C
reign,D,C
snarky,A,A
excellentthe,B,D
lindsey,A,B
dropout,D,B
porcini,D,C
deeper,C,C
packaged,C,A
packages,D,A
lindsay,D,A
annoys,C,C
sandwich,C,A
terry,B,D
terra,A,C
bringing,C,B
swayed,B,B
tobacco,D,B
deeply,D,C
indulge,D,B
freezer,C,B
dropoff,D,A
rehab,D,D
dropped,C,B
lucis,A,D
sunbru,C,C
lucky,D,B
terms,C,B
about,C,B
above,C,B
semiprivate,C,B
flowing,D,B
cotta,A,A
rusty,D,D
morethe,C,B
streams,D,B
woodfired,D,B
analysis,C,D
landscape,C,B
streaks,C,A
knowing,C,B
deemed,A,B
creature,A,B
flowers,C,A
branded,D,C
hushpuppies,B,B
acoustic,C,C
hipsters,A,A
schedules,C,D
whereas,C,C
scheduled,B,A
awards,C,B
snappy,C,C
micro,C,A
ruths,C,A
reminds,C,B
couch,D,C
ruined,C,B
sumptuous,D,E
brandon,C,B
extreme,C,B
kelly,D,A
standbys,C,A
valleys,D,C
valleyi,D,B
tecate,D,E
faster,C,A
cosmo,C,C
normal,C,B
drain,B,A
allyoucaneat,C,A
arenas,B,C
houston,C,E
drags,B,B
draft,B,B
approach,D,B
manner,C,A
basketball,C,C
inclusive,C,E
account,C,A
inclusion,D,E
journey,C,B
trademark,B,A
prescription,B,A
fierce,A,D
humming,C,B
fieris,B,D
toyama,B,E
signal,C,A
optimistic,D,C
draws,C,A
drawn,D,C
tepid,B,A
drama,D,C
manned,D,C
costa,B,B
costs,C,B
signed,C,B
pyramid,B,D
crabmeat,D,C
sinatra,C,C
drank,D,B
passengers,D,C
dinosaurs,B,B
sweetie,D,C
sweetly,A,C
ghetto,C,B
texas,B,B
texan,D,C
universal,A,A
keeps,C,B
dannys,C,C
texaz,C,E
session,C,B
trimmed,B,B
europe,B,B
billiards,B,D
redid,C,A
freeway,C,B
saddened,D,C
pantry,D,C
velvet,C,A
haystack,D,A
unremarkable,D,B
restrain,D,B
recliners,C,B
chloes,B,D
leaving,C,B
redux,E,B
vinyl,C,A
elite,A,C
purposes,D,A
filipino,A,B
bushes,B,D
agreeable,D,A
could,C,B
johnson,D,B
nibbling,A,B
slight,C,A
cough,C,A
vines,D,C
recap,D,C
advertisements,C,B
court,C,B
understandable,C,A
buckle,C,A
understandably,D,C
indooroutdoor,C,C
sessions,D,A
bridesmaids,B,D
standing,C,B
count,C,A
speeding,A,D
similarly,D,B
alterations,B,A
anticipate,D,C
excitement,D,B
bucket,D,B
secluded,C,B
rudeness,D,B
avocados,C,C
awarded,A,A
cover,C,B
sicilian,B,A
vince,B,B
miracle,D,C
handmade,D,C
mariachi,B,A
methinks,C,B
doorstep,D,B
refer,C,B
duties,C,A
anywhere,B,A
concessions,D,B
poolside,C,B
appearance,C,B
seasonals,B,C
dangerous,D,C
streets,D,A
mizithra,C,E
heaping,D,C
sunday,C,B
sundae,C,B
piling,A,B
nissan,B,D
cylinder,C,C
hitch,D,C
savored,A,C
backdrop,C,B
regal,A,E
apartment,C,A
chaotic,C,B
facade,C,C
coyle,A,B
benedicts,B,A
fritters,C,B
soaked,C,B
pimento,D,E
cement,C,A
accessibility,C,A
portobello,B,A
scrapbook,A,C
abuse,A,A
villa,B,A
wright,D,C
reeks,C,A
shelves,C,C
williams,C,B
spotlight,A,B
indigenous,A,A
busing,B,D
qualityi,D,B
cycles,D,D
extensively,C,C
chicagos,B,D
busier,B,A
degrees,C,B
entrances,D,B
declared,D,A
itgreat,B,D
cannoli,B,A
deduct,B,B
blackjack,B,A
rock,C,B
rode,D,B
robe,B,E
scent,A,C
scene,D,B
roam,B,B
roar,D,E
road,C,B
smallish,C,A
marketing,D,B
beets,D,C
sutra,A,A
drawbacks,C,C
beers,B,B
beeri,D,A
errand,C,B
aprons,D,C
clinic,B,A
stretches,C,A
shelter,A,C
stretched,C,D
silicone,A,D
facial,B,A
pleasing,C,A
singapore,B,C
beefy,A,B
conscience,D,A
beefs,B,A
raspberry,C,B
tejas,C,B
facing,C,A
atmospherei,B,D
visit,C,B
atmospheres,B,A
began,D,B
understatement,C,C
gushing,A,B
yards,C,B
trepidation,D,C
irritating,C,B
purses,D,E
highend,C,C
firsthand,A,C
snazzy,A,B
wedged,D,B
wedges,C,C
souffle,C,C
uhaul,A,C
tailored,C,A
butterscotch,B,B
beeline,A,D
memories,D,B
draught,B,A
manhattan,D,B
climax,B,D
memorial,B,D
coins,D,C
babysitting,C,D
vista,B,B
nellos,B,B
myriad,C,A
cavatelli,C,D
nicole,B,A
trimming,B,B
sweeten,D,A
sweeter,C,B
okbut,C,D
chapter,C,C
shitake,D,A
rivaled,B,B
empanada,B,A
hippie,A,B
majorly,C,D
studying,C,B
begun,D,B
vegetation,A,A
cokes,C,C
hipper,D,A
mikes,B,A
mikey,C,A
residential,D,C
aplenty,B,C
kebab,C,B
identified,D,A
cholesterol,D,B
wellness,B,D
pricesthe,D,C
reuben,B,B
downsides,B,B
pairs,D,C
tabouleh,C,A
drinker,B,B
pains,C,B
paint,C,B
drinkin,D,A
remnants,D,C
begin,D,B
awaits,D,B
miles,C,A
superior,B,B
cracked,C,C
cracker,C,A
moroccan,D,C
expose,C,B
mushroom,C,A
routine,C,A
frequency,C,B
beige,D,B
color,C,A
resturants,C,A
piercing,B,D
mills,D,B
cheddar,D,B
mustards,B,C
milky,C,B
enjoys,C,A
downhome,C,B
itemsthe,D,C
tostadas,C,B
welcome,C,B
reduce,B,C
mandala,A,A
frequents,C,A
sweetest,C,A
vietnamese,B,B
broiled,C,B
broiler,C,D
staffthe,C,B
embodies,A,E
occupancy,B,D
beans,C,B
comic,D,A
revisit,C,A
vivid,D,A
purple,D,B
comfy,C,B
beams,D,C
slivers,C,A
display,C,B
revised,A,E
hunters,B,C
scant,B,A
mechanical,B,A
scape,D,B
mangos,B,A
compd,B,D
smallest,C,B
midst,C,C
tends,B,A
beast,D,C
beats,C,A
scale,C,A
scalp,B,A
bears,C,A
beard,D,A
originality,B,A
written,D,B
kalamata,D,B
scary,D,B
scarf,C,C
scare,D,B
paced,B,A
approached,D,B
packs,D,B
margaritas,B,B
approaches,D,C
walgreens,B,A
reviewthe,D,A
beads,D,D
selfservice,B,D
bloody,C,C
midas,B,D
beach,C,B
tents,C,C
comes,C,B
combo,B,A
vision,C,B
tense,B,A
visiti,D,A
anglaise,A,E
licorice,D,A
morenos,B,D
purchase,C,A
visits,C,B
downhill,B,B
rims,C,A
ring,C,B
rink,D,A
hiphop,C,B
riot,B,C
detailed,C,A
rips,C,C
ripe,D,C
halohalo,D,E
bombero,C,B
bombers,B,B
convo,C,C
okayi,C,A
risk,D,B
rise,D,C
ritz,C,C
rite,D,B
rita,C,D
worldclass,A,A
manger,B,D
passenger,D,D
functions,D,C
decidedly,D,C
giving,C,A
wander,A,C
condo,C,C
microbrews,C,B
coney,A,B
cones,D,C
ride,C,B
luminarias,E,A
rico,B,E
rice,C,B
rick,C,B
rich,C,B
rica,D,E
ribs,B,A
fromage,E,C
belongings,C,B
prospect,D,E
scramble,C,B
vital,C,D
cools,C,C
aunts,A,D
cooli,D,B
cooks,C,B
manila,A,B
frequent,B,A
vitos,B,D
indecisive,C,B
nonsense,C,A
marshall,D,B
coors,B,B
approved,C,B
delightfully,D,B
redone,C,A
tells,D,C
tapping,D,C
accomodated,B,B
approval,D,B
understands,B,C
playoff,C,D
becky,B,B
highest,C,A
contemplate,D,C
oaxaca,D,B
ramadas,D,C
standout,C,B
shwarma,B,B
panchos,A,B
cigars,B,A
pleasant,B,A
serrano,D,C
porcelain,C,A
uncaring,B,A
pager,C,B
pages,C,B
participating,D,B
iceburg,D,A
schmear,C,B
copay,B,A
leading,D,B
instructions,D,B
mirage,D,C
alternative,C,A
snatch,A,B
tempe,B,A
temps,C,B
concrete,D,B
tempt,D,C
might,C,B
darling,D,C
triangles,C,A
hunting,C,A
blonde,C,B
generation,C,B
revo,B,A
bartending,C,A
taking,C,B
exception,C,B
ahwatukee,B,B
happyi,A,C
scattered,D,B
teppan,B,D
tease,C,A
tears,D,A
coated,C,B
teams,C,B
platforms,C,E
significant,C,B
shelled,D,A
yahoo,B,A
shellac,B,D
marmalade,C,B
oneway,A,D
donations,D,C
wellpriced,B,B
mattresses,A,C
teach,C,A
superbly,D,E
handling,C,B
pancake,C,B
blocks,C,B
sunset,C,B
asparagus,D,B
coarse,B,C
coals,D,C
rudys,B,C
william,C,B
score,D,B
crannies,D,C
scott,A,D
scout,D,E
scone,C,A
willies,D,A
redo,B,D
scope,B,B
suffered,D,A
real,C,B
scoot,C,A
scoop,D,B
read,C,B
coach,D,B
rear,C,A
remained,D,C
anthropologie,D,A
happen,C,B
shattered,D,B
invitations,B,D
reed,B,E
gnocchi,C,C
reef,B,C
reds,C,A
willing,B,B
refurbished,C,A
scoff,A,A
outstanding,B,A
reps,C,A
motorcycles,B,A
rent,C,B
rely,C,C
rest,C,B
scratching,D,A
coast,C,B
gesture,D,A
coats,C,A
ambiance,B,A
gamestop,B,A
overflow,B,B
awesome,B,A
keegans,B,C
misir,C,C
supporter,C,C
tostones,C,C
supported,D,C
onethe,C,D
beautiful,C,B
contracted,C,C
vacuum,D,B
hahaha,C,C
snapped,D,B
ruben,C,A
snapper,D,B
unappetizing,C,B
unload,D,B
contractor,B,D
immediately,D,B
chirashi,B,D
lured,D,C
insane,C,B
unlock,C,A
dungeness,C,B
connection,C,A
stretch,D,C
douchebag,A,C
connecting,C,B
joking,D,B
misto,C,B
misty,E,D
pablo,B,D
peppers,C,B
peppery,D,C
cocos,C,D
prescribed,D,E
tolteca,C,C
cocoa,D,C
dubbed,A,C
panera,B,D
cocky,C,B
nicely,C,A
appeared,C,B
amazingi,C,C
paneer,C,B
generosity,A,B
quarters,D,B
idiotic,C,B
rooftop,D,C
playing,C,A
panels,C,A
seconds,D,B
thatbut,D,C
bartenders,C,A
nicest,C,A
pabst,B,B
workouts,B,B
lukewarm,C,A
kickin,B,D
raul,B,A
rave,B,A
codes,C,A
razz,D,B
kicker,C,B
kicked,D,B
rays,C,B
shouldnt,C,B
rant,D,B
rank,C,B
rang,D,A
rand,E,B
ramp,C,C
rama,B,A
rare,C,A
blackberry,D,B
arrangement,C,A
shouldve,D,B
rate,B,A
rats,D,B
rash,D,B
mimis,B,D
teens,D,B
teeny,C,C
addicts,D,B
panang,B,A
sombreros,C,C
teeth,C,B
imaginable,D,B
unattended,C,C
lupes,B,A
apartments,B,A
coeds,B,C
rigatonys,B,A
shoulder,D,B
succulent,D,B
shipment,C,B
flannel,C,C
february,C,A
desires,C,D
desired,B,A
biryani,D,A
nickle,B,A
monitors,C,B
radiator,B,D
againi,C,A
machines,C,B
pancit,A,C
orpheum,A,E
stitches,D,C
conversations,C,B
rage,D,B
ragu,D,C
conditioner,C,A
drawback,B,A
ruins,C,B
factor,A,C
minor,C,A
rake,A,D
cellphone,C,D
dispute,C,D
rail,D,B
rain,C,A
awkwardness,A,B
housing,D,C
minds,D,B
drinksi,D,B
afterthought,C,A
knowthe,A,A
rack,C,B
race,C,B
clueless,C,C
mines,B,B
conditioned,B,A
coffe,B,B
officer,D,B
offices,C,B
minis,D,D
moderate,B,A
compliments,B,B
introduced,C,B
hesitant,C,A
microwave,B,A
lumps,B,B
lumpy,D,B
perfecti,C,A
chipotles,B,A
presentations,D,B
oliver,A,D
olives,D,B
mussels,C,B
playful,A,B
mints,A,B
minty,C,A
asking,C,B
minus,C,B
aircraft,D,B
automatically,B,D
restroom,D,C
teddy,D,D
lungs,D,A
manage,C,B
reviewing,D,B
fitting,D,A
meantime,A,C
lunch,B,A
techs,B,D
judgmental,A,A
lyrics,A,A
perfecto,D,A
nickel,C,B
aches,B,A
rafters,A,C
olivos,C,B
sweeteners,A,B
staffed,C,A
familystyle,C,C
jalisco,B,A
committing,B,B
sculptures,D,C
unlike,C,B
watered,B,A
outlook,C,B
thursday,C,B
staffer,E,B
determine,C,A
graciously,C,C
players,C,C
earliest,C,D
standalone,C,B
rugby,B,E
signature,C,B
redecorated,B,C
hesitate,B,B
clearing,C,B
giggling,D,A
inconvenience,C,B
cohen,B,C
cutting,C,A
hospitals,C,D
indigo,A,C
douchebaggery,A,B
responding,D,D
recall,C,B
stephen,D,E
indian,C,B
sugar,D,B
teachers,B,B
press,D,B
freaks,D,C
freaky,D,B
cheeburger,A,B
digestive,D,B
working,C,B
visual,D,B
overcrowded,C,B
okthe,B,B
manipedi,B,D
trumpet,D,C
burton,C,C
refreshments,D,C
elliot,B,B
vending,B,A
sandwichi,B,B
sandwichs,B,A
everybodys,D,C
jackie,B,E
cuisine,C,B
confirmed,D,C
jacked,C,D
jacket,D,A
texting,C,C
succeeds,A,B
emerging,A,A
recalled,C,B
edens,D,B
paraphernalia,A,A
platters,D,C
samantha,A,B
chilean,D,B
consequently,C,D
association,D,C
plainly,B,A
masters,C,A
speaking,D,B
wardrobe,C,A
bostons,B,C
succeed,D,B
tortilla,C,B
hungry,C,B
define,D,A
touristy,C,C
tourists,C,B
commons,C,B
philippines,A,C
teathe,B,B
stubborn,D,B
damaged,C,A
sensible,A,E
speakers,C,A
efficiency,B,B
staffers,A,C
brazilian,C,C
bandaids,E,D
suede,C,E
surfaces,D,A
sincerity,C,E
sorted,B,C
mattered,D,E
immediate,C,B
burros,B,A
gambling,C,A
said,C,B
sail,C,B
sage,D,B
dublin,D,B
dangling,A,B
safe,C,B
nutella,C,B
sack,A,C
edges,D,B
saba,A,E
saag,B,B
dryer,B,A
necessity,C,B
thankful,C,B
teaching,B,B
parmigiana,B,B
wrappers,D,B
fromthe,C,B
parmigiano,D,C
viable,D,D
aluminum,C,A
ornaments,C,A
bittersweet,A,B
nathans,D,A
milkshakes,B,D
aversion,A,E
dilemma,D,A
bevmo,C,A
knitting,C,E
contact,C,B
zucca,C,D
contain,D,C
attempts,D,A
sticker,D,C
magical,D,B
misunderstood,A,A
wireless,C,B
approx,C,C
hindsight,C,B
freeze,D,B
venture,C,B
dickeys,B,B
shrunk,C,A
stalking,D,B
indeed,D,B
aisles,D,B
improvement,B,B
somethingthe,D,B
pommes,A,C
permits,B,B
fulfilling,B,A
barneys,D,A
curtains,C,A
california,B,A
mixes,D,C
mixer,D,C
elevation,D,E
freely,C,A
sundaes,B,A
prize,C,A
aggressive,D,B
fanatics,D,C
nurses,D,A
persuaded,C,B
mixup,C,B
quench,D,A
experiencing,D,E
designs,C,B
iceberg,C,B
dumping,D,B
offthe,B,A
chilies,C,D
koolaid,C,B
croissants,B,A
metallic,C,A
brotherinlaw,C,B
pending,D,B
import,D,A
betty,D,A
prime,C,B
talent,C,A
location,B,A
prior,C,B
unassuming,C,B
employs,C,E
locating,C,B
primo,C,E
mixed,C,B
print,B,B
betos,D,C
pride,C,B
dodgers,B,C
resistance,D,A
pricy,B,A
price,B,A
uniformly,B,D
conference,B,A
overnight,B,A
linethe,B,A
bethe,D,B
ryan,A,A
huitlacoche,A,C
information,C,B
pretense,A,C
occasional,C,B
hunger,D,B
recycle,A,B
pleasantly,B,A
informative,B,A
brushed,D,C
besti,C,C
brushes,A,A
recharge,B,B
offset,C,B
welcomed,C,B
improv,D,C
welcomes,C,B
overbooked,C,E
hollandaise,C,B
hyatt,B,A
registration,D,B
abilities,C,B
allison,C,B
atoyac,D,D
breasts,A,B
graphic,D,B
drunk,D,B
converse,D,B
suits,D,B
oldfashioned,C,C
drums,D,A
applesauce,C,C
defend,A,A
burned,C,A
burner,C,C
thanking,D,D
suiza,C,E
drugs,D,A
cuticles,B,D
genius,A,C
suite,C,B
mojito,C,A
misses,C,B
sincerely,C,C
missed,C,B
causing,D,C
berry,C,A
hillstone,D,A
sundays,C,B
sympathetic,B,D
ceilings,D,B
comforter,B,A
claiming,C,B
pavement,D,C
anymore,C,B
father,C,A
contend,D,B
fathom,A,C
catalog,C,C
content,C,B
wrapping,C,B
remoulade,D,A
clogged,C,D
contest,D,B
mister,D,B
spartan,C,A
awsome,B,D
breathe,D,A
bestthe,B,C
flattering,D,C
summed,D,B
context,D,B
summer,C,B
intermission,A,E
enjoyed,C,A
havethe,B,A
restocking,D,C
identify,C,C
romaine,D,B
flatbreads,C,B
betterthe,C,B
super,B,A
craftsman,D,C
demeanor,C,B
structures,D,C
handicapped,C,A
acura,C,A
fortunate,C,B
understated,D,C
dodging,A,C
hyper,C,B
hyped,C,A
sears,B,B
acted,C,B
strategically,B,C
ruby,D,A
rubs,C,A
shrimp,C,B
seams,D,A
actor,A,E
buyer,B,A
confident,C,B
greatand,B,C
inaccurate,C,B
hunter,B,A
squared,A,C
waitstaff,B,A
squares,D,A
seats,C,B
rung,C,E
rums,A,B
hardworking,C,A
newcastle,C,C
inroom,C,B
punctual,D,A
runs,C,B
ruth,D,C
rust,C,D
rush,C,A
rude,B,B
sunup,B,D
wildflowers,D,B
rugs,D,C
luckily,D,B
ruin,C,B
rula,C,B
sunny,C,A
rule,D,B
beppo,D,A
andouille,D,C
bento,B,A
twins,C,A
suffers,B,C
stretching,C,A
cenpho,E,B
supermarket,B,B
gained,A,C
twirl,C,B
greatbut,B,A
twist,C,B
gainey,D,C
resturaunt,C,A
olympics,C,A
penchant,C,C
behaved,C,B
absent,D,B
scallion,C,B
interrupt,C,B
tmobile,D,C
tickled,D,A
shelling,B,A
twice,B,A
harlows,C,C
disrespect,C,C
pacifico,D,B
whopping,D,C
audacity,D,E
eagles,D,C
image,D,A
revamped,D,B
tgifridays,B,C
goggles,D,B
itthere,D,C
respectable,C,B
victory,C,D
likely,C,B
contributed,A,B
buried,C,B
italso,C,A
contributes,B,E
gimlet,B,D
acres,A,B
stepped,D,B
semblance,C,C
overlooked,C,B
necessary,D,B
bench,C,A
skewers,D,B
adorable,D,C
cushioned,D,A
thanksgiving,B,B
hiatus,D,A
withthe,B,A
napkins,C,B
images,A,B
benny,B,B
outsidei,C,C
renowned,A,C
roku,C,C
roll,C,A
role,D,D
rojo,D,A
roka,D,B
root,C,A
ropa,C,D
height,C,A
rope,A,A
roof,C,A
room,C,B
prawn,C,C
roma,C,C
rome,D,C
attributes,B,A
impressed,B,B
indulged,D,A
roti,C,C
ross,B,A
belts,D,B
rose,D,B
rosa,D,C
gentle,B,B
rows,D,B
gently,D,B
steroids,C,C
hourthe,C,B
below,C,A
queens,D,B
conveyer,B,D
impresses,C,B
punched,A,B
punches,C,B
exposed,D,C
sourdough,C,B
roys,C,B
burger,C,A
cutters,B,D
conveyor,B,A
siamese,D,A
romance,D,C
introducing,D,A
undrinkable,B,D
shocking,D,E
typing,A,C
qualities,D,B
commute,D,B
misled,C,B
southeast,D,B
lasagna,B,B
greatest,B,A
lasagne,C,B
lobster,C,B
fantastically,D,C
flyer,A,B
begged,A,B
example,C,B
sushi,B,B
happiness,D,C
legends,C,D
irritation,D,A
crowding,C,A
alerted,B,D
susan,B,A
installation,B,A
bella,B,C
eddies,D,C
prada,D,C
bells,C,B
belly,C,B
prado,D,C
demonstrate,D,E
tapenade,C,B
estrella,C,E
allegedly,D,A
workers,B,A
sekong,A,C
married,D,B
surly,C,B
rightfully,B,A
departure,D,C
bethany,C,C
tweet,A,C
limeade,B,A
staffing,B,A
claustrophobic,C,A
genres,C,A
surei,A,C
bureau,D,A
supplier,B,A
supplies,C,A
magnificent,C,B
supplied,B,A
beleive,C,D
condition,B,A
chatting,C,B
tweak,C,C
federal,D,A
saltiness,D,B
suffice,D,C
resonable,C,A
annoyed,D,C
uncrowded,D,D
bachelorette,C,C
willpower,E,E
cheesei,C,C
cheeses,D,B
candlelit,B,A
begins,A,C
cheesey,C,A
aligned,A,C
scallops,C,C
workday,C,B
being,C,B
pizzerias,C,C
elephant,C,A
battling,C,B
jessica,C,D
essence,D,B
butterfish,C,B
burden,D,A
without,C,B
identity,D,C
queasy,C,D
rootbeer,C,A
attended,C,A
pumpkin,B,A
groomed,B,B
groomer,B,D
spas,C,C
spam,D,B
span,D,C
flute,D,A
assigned,C,C
flush,C,A
overeasy,B,B
hampton,B,D
dbags,B,D
cheuvront,A,E
moisturizer,C,D
blossom,B,A
fluke,D,B
fluid,C,D
drink,C,B
sous,A,C
sour,C,A
soul,A,B
soup,C,B
outoftowner,C,C
boxing,C,E
sort,C,B
sore,D,B
drips,D,B
soso,B,A
fluff,C,B
song,D,B
breadcrumbs,A,B
commentary,B,C
drill,D,D
sooo,B,A
soon,C,B
sony,C,A
sons,B,D
solo,D,C
drive,C,A
sola,A,B
sole,D,A
sold,C,B
soma,A,E
some,C,B
taquitos,B,A
freshi,B,C
sanitary,B,B
soil,C,A
fresco,D,C
temporary,C,C
sofa,D,B
another,C,B
soft,C,B
swamped,B,A
fresca,D,C
lesser,D,B
soba,B,B
soak,D,C
soap,D,B
caliente,C,B
girlfriend,B,B
soda,C,B
pakistani,E,C
mishap,C,B
invention,D,B
terrain,B,A
shaved,D,B
gettogether,B,D
convenience,C,A
lesson,C,B
charging,C,B
accuracy,C,C
inventive,C,B
study,B,B
terrace,B,A
stuff,C,B
stuck,C,B
missouri,D,C
snot,A,E
snow,C,B
invitation,D,E
stunk,B,D
contacts,B,D
charburger,B,E
businessi,D,E
slider,D,D
slides,C,B
elaborate,D,C
brussel,C,B
snob,B,B
shauna,A,D
accurate,C,A
ponder,A,B
pumping,D,B
office,C,B
offers,C,B
mistakes,B,B
mistaken,D,C
multicolored,D,A
offend,D,C
fantasticthe,B,B
gristle,C,C
grumbling,A,C
gristly,B,D
crappy,C,B
incidentally,C,E
formerly,A,E
surprise,C,B
presenting,C,C
tablespoon,C,A
strap,C,D
straw,C,B
stray,C,B
fields,C,B
control,C,B
comedian,A,E
molcajete,D,E
strip,C,B
slicer,C,D
slices,C,B
sliced,D,B
madhouse,B,C
standouts,C,D
ornate,D,C
dried,D,B
reveal,C,A
futuristic,C,A
drift,D,C
drier,D,C
spot,C,B
builderz,A,A
theaters,C,B
speaks,C,B
biancoverde,A,B
optical,B,B
spun,A,A
spur,C,A
competing,B,D
shasta,E,E
shortbread,A,C
porridge,A,B
malaysian,B,A
spears,D,C
fueled,A,B
spit,C,B
mimitas,B,D
spin,C,B
lovingly,A,B
festivities,A,C
kellys,D,D
conversation,C,B
reluctant,C,B
couldve,D,B
amazingly,C,B
amazingmy,B,C
asshole,A,C
adjust,C,B
medication,C,B
contains,D,C
piccata,B,A
skyy,C,A
dress,C,B
panfried,D,C
amazingwe,B,B
females,C,C
couldnt,C,B
doughnuts,B,A
behave,C,C
geniuses,A,C
misery,A,B
shared,C,B
shares,A,C
revive,B,B
device,C,B
hairdresser,B,D
devine,B,B
unfiltered,D,A
shreds,D,B
waythe,D,B
revise,C,C
skip,C,A
skin,C,B
skim,C,A
loungey,D,A
lounges,A,C
dream,C,A
ristorante,D,A
devils,C,A
trough,D,A
craved,C,B
flustered,C,A
sharks,C,C
rollatini,B,D
creative,C,B
behalf,D,C
style,C,B
buddha,D,A
youngest,C,A
creating,D,B
creation,D,C
seniors,C,B
docking,D,C
size,C,B
joynt,D,A
definite,C,B
buddys,C,D
imbibe,A,B
rapidly,D,A
busboy,C,A
atlas,C,E
mcdonalds,B,A
float,D,A
smug,A,C
gravitate,B,A
elegant,C,B
competent,D,A
breaded,B,B
flock,C,C
chimichanga,B,A
amusing,D,B
credibility,D,E
costumes,D,C
costumer,B,A
hollow,B,B
snap,C,B
preferably,D,C
snag,C,C
preferable,D,A
flood,B,B
personalities,C,B
tummies,C,C
building,C,B
propane,D,B
liking,C,A
modified,C,B
shapes,D,A
shaped,D,C
crates,D,A
income,D,A
overheard,D,B
slow,B,A
review,D,B
abroad,D,C
comfortable,C,B
comfortably,D,B
dread,C,B
sadness,C,C
sunscreen,C,B
adams,C,B
istanbul,D,C
flights,C,B
slab,D,B
flops,D,A
devoured,D,B
floor,C,B
shaving,C,C
entrance,D,C
older,C,B
flora,C,E
slap,C,B
slaw,C,B
inventory,C,A
slam,C,A
quesadillas,B,A
centro,D,E
memorized,C,B
reschedule,B,D
flour,D,B
slew,C,C
center,C,B
slim,C,A
vacant,D,C
slid,D,B
flown,C,B
flows,A,C
record,D,B
budget,B,B
slip,C,B
impact,C,B
slop,B,A
slot,C,A
nordstroms,D,B
reccomend,B,D
priority,C,B
shanes,C,D
liability,C,E
waitresss,C,C
destroyed,B,B
writes,A,B
writer,D,A
pedestrians,A,A
experiencewe,D,C
hooters,C,A
ditched,A,C
exclusively,C,C
attempt,D,C
imply,C,C
trustworthy,B,B
tasteless,B,A
unexpectedly,C,A
constantly,C,B
kazimierz,B,B
shanks,D,D
restrooms,C,C
albondigas,B,C
nicethe,B,A
compliment,C,A
talked,C,B
phoenixs,D,B
bastard,A,B
elmers,C,B
phoenixi,D,A
dimension,D,A
talkin,D,B
recipe,C,B
accommodating,B,A
sexy,D,B
handcrafted,D,C
walkable,C,C
terrier,D,D
sets,C,B
underseasoned,D,B
arugala,C,B
breadsticks,C,A
optimal,B,D
offensive,A,C
absence,C,A
chilled,D,C
abrupt,C,B
recovery,C,A
flaming,C,A
goldies,B,D
rubbing,D,B
turquoise,D,A
summit,A,E
facelift,C,A
winning,C,A
badthe,B,A
chillin,B,D
siam,C,B
smoked,C,B
immigrants,A,E
