% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary2 
@ATTRIBUTE usefulnessPercent NUMERIC

@ATTRIBUTE cluesterClass {A,B,C,D,E}

@DATA 
-2.5641026,D
18.75,B
0.0,D
24.038462,C
16.666666,B
1.5384616,A
16.129032,B
13.075506,B
5.1546392,A
20.408163,B
7.3290706,A
9.859155,A
-3.5714285,D
12.651197,A
20.0,B
-22.826086,D
8.571428,A
8.888889,A
14.285714,B
11.355932,A
15.449354,B
16.934307,B
22.033897,B
8.219178,A
2.0833333,A
12.771392,B
19.23077,B
17.5,B
12.5,A
15.447154,B
14.221989,B
18.75,B
33.333332,C
3.4782608,A
18.064516,B
11.721612,A
22.926828,C
22.04861,B
17.79141,B
30.882353,C
15.302923,B
11.363636,A
9.660108,A
14.566929,B
10.810811,A
8.0,A
26.666666,C
13.207547,B
9.238452,A
30.508474,C
11.818182,A
29.411764,C
28.90625,C
17.391304,B
5.5555553,A
13.92405,B
17.252396,B
4.878049,A
14.498934,B
14.56429,B
40.54054,E
12.371134,A
23.728813,C
3.75,A
13.483146,B
-18.75,D
11.428572,A
20.967741,B
29.72973,C
55.10204,E
13.157895,B
5.4054055,A
8.928572,A
18.317972,B
25.396826,C
18.095238,B
14.705882,B
16.987179,B
9.952743,A
25.333334,C
3.319502,A
31.092438,C
12.5,A
20.930233,B
14.158504,B
0.9871668,D
5.714286,A
24.390244,C
17.204302,B
43.47826,E
10.619469,A
31.343283,C
10.776053,A
-9.375,D
24.390244,C
25.373135,C
6.5,A
10.256411,A
-1.6129032,D
33.333332,C
23.529411,C
25.206612,C
-11.428572,D
17.943108,B
13.483146,B
6.451613,A
28.378378,C
26.470589,C
17.647058,B
11.702127,A
4.0816326,A
1.2345679,D
11.320755,A
4.7619047,A
19.51087,B
13.065756,B
18.617022,B
32.911392,C
12.012987,A
15.384615,B
29.411764,C
11.450381,A
25.229359,C
-8.571428,D
25.34965,C
23.68421,C
10.344828,A
1.0989012,D
19.014084,B
15.165876,B
33.333332,C
33.980583,C
12.536443,A
11.705686,A
9.459459,A
25.396826,C
12.481521,A
0.0,D
29.411764,C
15.4754095,B
22.033897,B
21.59091,B
22.857143,C
14.794007,B
13.539192,B
4.878049,A
-5.769231,D
16.719847,B
-4.6979866,D
35.294117,C
16.590815,B
14.675053,B
15.843796,B
15.3048315,B
15.151515,B
16.182573,B
5.6179776,A
-6.451613,D
20.512821,B
21.875,B
22.068966,B
0.0,D
21.84466,B
3.030303,A
16.962385,B
20.27027,B
16.666666,B
7.375,A
23.333334,C
21.621622,B
28.88889,C
12.373737,A
-6.25,D
23.602484,C
5.202312,A
20.218578,B
25.0,C
11.160714,A
11.587983,A
14.791667,B
24.165342,C
15.859766,B
43.589745,E
14.285714,B
13.202248,B
5.91133,A
7.8431373,A
28.125,C
20.930233,B
50.0,E
6.3795853,A
24.637682,C
15.286624,B
4.5454545,A
3.5714285,A
33.962265,C
37.007874,E
19.444445,B
19.407267,B
18.148148,B
12.534819,A
25.587467,C
55.0,E
12.262959,A
44.736843,E
14.007782,B
9.090909,A
5.574913,A
-2.5641026,D
19.444445,B
0.0,D
49.056602,E
12.096774,A
24.637682,C
9.941521,A
26.459145,C
7.4074073,A
24.431818,C
24.242424,C
21.621622,B
13.402061,B
15.510949,B
-5.4545455,D
30.90909,C
27.692308,C
14.776119,B
25.757576,C
21.052631,B
32.967033,C
26.31579,C
16.666666,B
19.159336,B
25.0,C
7.017544,A
16.737469,B
29.09091,C
38.14433,E
20.39312,B
14.0,B
17.37288,B
-7.894737,D
10.526316,A
17.039106,B
27.631578,C
25.0,C
9.169279,A
8.695652,A
20.0,B
18.421053,B
16.129032,B
-2.7777777,D
14.715119,B
20.588236,B
5.5194807,A
23.193916,C
7.8431373,A
19.498608,B
-2.0,D
6.25,A
15.601669,B
14.141414,B
15.217391,B
8.86076,A
8.374384,A
30.952381,C
22.222221,C
12.962963,B
16.631578,B
7.111111,A
3.030303,A
36.764706,C
33.076923,C
10.471204,A
-19.298246,D
20.753656,B
12.151216,A
-12.121212,D
21.985815,B
3.7837837,A
26.086956,C
13.134328,B
13.486005,B
17.948717,B
20.535715,B
28.703703,C
10.526316,A
15.522876,B
11.049724,A
20.512821,B
29.09091,C
24.154589,C
9.782609,A
16.363636,B
14.705882,B
16.013071,B
6.818182,A
11.724831,A
17.647058,B
18.468468,B
18.329939,B
33.333332,C
25.386997,C
10.968922,A
45.454544,E
23.11828,C
13.715389,B
12.741313,B
21.818182,B
-14.285714,D
32.432434,C
22.972973,C
30.555555,C
20.192308,B
38.88889,E
12.023809,A
19.496855,B
30.120481,C
20.0,B
2.857143,A
18.106997,B
17.634855,B
44.736843,E
11.764706,A
10.526316,A
10.212766,A
31.74603,C
8.433735,A
3.1746032,A
25.78125,C
10.204082,A
22.345133,C
19.27711,B
18.75,B
9.090909,A
0.0,D
20.930233,B
-3.125,D
23.68421,C
-27.272728,D
7.142857,A
18.42932,B
21.11111,B
9.473684,A
-9.090909,D
10.36036,A
15.492958,B
2.7777777,A
16.08856,B
14.761905,B
40.0,E
26.244345,C
16.88172,B
17.5,B
40.625,E
14.243543,B
10.869565,A
20.760235,B
22.606382,C
2.857143,A
23.255814,C
16.794693,B
8.163265,A
20.0,B
26.415094,C
5.7636886,A
9.210526,A
30.434782,C
-3.8461537,D
-10.526316,D
5.059022,A
9.698997,A
28.571428,C
21.138212,B
1.9230769,A
5.714286,A
17.525774,B
15.625,B
8.433735,A
-1.8867924,D
12.9921255,B
9.67742,A
21.805956,B
25.0,C
17.5,B
13.106796,B
23.529411,C
15.568862,B
37.837837,E
25.55205,C
33.333332,C
20.37037,B
21.428572,B
26.01626,C
27.799229,C
29.72973,C
10.294118,A
16.959064,B
0.0,D
18.766756,B
8.641975,A
13.899614,B
-5.882353,D
-3.9772727,D
23.728813,C
-31.25,D
14.7651005,B
16.666666,B
10.784314,A
-5.882353,D
3.9682539,A
14.285714,B
10.810811,A
15.492958,B
-3.125,D
23.529411,C
7.142857,A
16.32653,B
6.521739,A
13.020833,B
-2.0,D
21.962616,B
16.27907,B
10.256411,A
27.906977,C
8.1081085,A
6.115108,A
6.25,A
23.5,C
35.135136,C
13.768116,B
6.779661,A
21.818182,B
-1.8691589,D
35.294117,C
14.501511,B
18.26923,B
24.770641,C
5.882353,A
14.508928,B
15.591398,B
20.570013,B
8.1081085,A
35.416668,C
19.139967,B
14.583333,B
9.985387,A
13.913043,B
22.413794,C
8.474576,A
26.126125,C
14.634147,B
12.683131,A
5.523256,A
15.217391,B
19.565218,B
12.382445,A
9.333333,A
-1.4814814,D
20.805368,B
15.789474,B
30.76923,C
22.105263,B
9.385114,A
21.25,B
24.324324,C
18.777292,B
20.526045,B
22.48062,C
7.3170733,A
8.0,A
9.154929,A
14.485329,B
19.047619,B
-3.2258065,D
20.408163,B
41.935482,E
-2.857143,D
13.255528,B
10.185185,A
10.714286,A
6.25,A
18.961039,B
16.436554,B
26.38889,C
7.76699,A
13.963039,B
50.0,E
22.222221,C
10.256411,A
7.6190476,A
20.588236,B
10.666667,A
-9.090909,D
18.27957,B
22.950819,C
11.045365,A
24.183006,C
9.337349,A
10.766962,A
9.333333,A
10.467706,A
4.6153846,A
11.267606,A
18.99012,B
14.5348835,B
14.935065,B
23.958334,C
20.512821,B
6.4935064,A
17.420815,B
13.684211,B
14.897723,B
24.528301,C
7.2327046,A
10.810811,A
-4.109589,D
-8.571428,D
23.363636,C
-15.384615,D
14.872521,B
27.272728,C
14.875053,B
11.3938055,A
16.528925,B
4.4444447,A
6.8965516,A
42.5,E
4.255319,A
-9.090909,D
11.858076,A
13.664597,B
17.926565,B
2.5641026,A
17.40227,B
11.403509,A
19.008265,B
22.5,C
8.045977,A
22.727272,C
26.923077,C
65.625,E
15.789474,B
15.0,B
28.571428,C
12.5,A
21.264368,B
32.35294,C
23.602484,C
20.0,B
-16.27907,D
10.0,A
0.0,D
-8.474576,D
23.333334,C
28.813559,C
12.193345,A
26.0745,C
24.375,C
21.481482,B
14.942529,B
23.913044,C
13.294798,B
12.307693,A
40.350876,E
14.189142,B
19.35484,B
16.915995,B
58.064518,E
10.881753,A
26.666666,C
16.923077,B
56.363636,E
17.93722,B
0.0,D
24.84472,C
-1.5625,D
15.217391,B
13.382508,B
21.276596,B
10.392064,A
0.0,D
21.052631,B
7.7922077,A
13.953488,B
17.682926,B
14.393939,B
13.068182,B
11.4754095,A
22.47557,C
26.190475,C
15.217391,B
18.897638,B
25.217392,C
-6.9444447,D
17.948717,B
7.397959,A
26.829268,C
21.052631,B
26.666666,C
14.341085,B
14.388489,B
14.285714,B
11.567164,A
9.422418,A
23.809525,C
9.756098,A
4.878049,A
15.555555,B
19.911505,B
16.831684,B
3.6363637,A
12.903226,B
5.263158,A
13.5245905,B
13.080169,B
22.44898,C
12.207031,A
20.0,B
12.271541,A
20.588236,B
18.554216,B
31.147541,C
15.327793,B
25.954199,C
2.6666667,A
12.598425,A
15.099715,B
20.8,B
3.0769231,A
8.333333,A
15.227723,B
13.510638,B
17.93893,B
23.076923,C
18.367348,B
-17.431192,D
12.162162,A
8.016877,A
18.218624,B
17.110266,B
38.88889,E
20.916906,B
12.5,A
9.302325,A
-6.9565215,D
14.285714,B
-9.523809,D
24.137932,C
18.032787,B
24.0,C
11.636364,A
40.0,E
13.28125,B
19.548872,B
14.795918,B
21.568628,B
18.526955,B
23.728813,C
27.083334,C
27.804878,C
16.666666,B
16.834171,B
35.0,C
-7.051282,D
37.5,E
7.1770334,A
10.256411,A
-0.7751938,D
21.428572,B
10.294118,A
13.005363,B
7.5,A
16.735968,B
19.02142,B
16.797901,B
11.987382,A
26.530613,C
4.7619047,A
16.318363,B
22.033897,B
-6.451613,D
41.17647,E
24.717514,C
31.707317,C
10.294118,A
13.892648,B
4.0816326,A
4.4444447,A
7.1142592,A
11.764706,A
5.714286,A
13.78882,B
27.407408,C
15.633321,B
11.842105,A
13.465553,B
8.5561495,A
7.216495,A
10.552395,A
3.125,A
13.92405,B
9.78956,A
27.868853,C
22.580645,C
25.454546,C
33.92857,C
26.229507,C
0.89285713,D
15.827983,B
29.72973,C
16.93989,B
32.911392,C
18.80342,B
10.576923,A
16.959064,B
17.006804,B
17.073172,B
-9.836065,D
18.034037,B
-7.3170733,D
31.313131,C
16.837782,B
8.1081085,A
14.285714,B
11.445783,A
28.192772,C
30.588236,C
13.227513,B
17.446808,B
21.73913,B
-6.122449,D
0.0,D
16.940453,B
25.11628,C
-1.2658228,D
39.215687,E
30.487804,C
29.86111,C
30.612246,C
-1.438849,D
19.512196,B
12.399831,A
13.783534,B
27.067669,C
14.068441,B
21.621622,B
15.98513,B
16.216217,B
31.316727,C
12.468478,A
10.891089,A
15.224192,B
34.782608,C
11.318356,A
11.515152,A
19.35484,B
14.736842,B
12.207792,A
-2.7777777,D
2.9411764,A
12.222222,A
8.823529,A
15.662651,B
21.428572,B
18.706697,B
16.964285,B
12.995896,B
15.976332,B
13.259668,B
11.061947,A
21.854305,B
25.0,C
12.666667,A
11.517165,A
13.7651825,B
3.4313726,A
19.48052,B
9.244486,A
17.171717,B
16.216217,B
0.3846154,D
15.609756,B
30.054646,C
21.875,B
3.0612245,A
29.292929,C
17.174177,B
16.666666,B
23.636364,C
10.091743,A
2.631579,A
31.25,C
12.643678,A
13.071896,B
14.97006,B
21.212122,B
26.58228,C
12.060302,A
1.0869565,D
8.364544,A
11.111111,A
6.976744,A
13.580247,B
-30.188679,D
6.5868263,A
14.018692,B
24.752476,C
42.857143,E
35.0,C
14.020618,B
21.428572,B
23.45679,C
2.5252526,A
12.146893,A
20.994474,B
25.425531,C
11.390729,A
-37.5,D
-7.5,D
-24.193548,D
18.001469,B
11.374408,A
21.428572,B
29.787233,C
20.0,B
13.559322,B
8.270677,A
9.433962,A
17.582418,B
13.785047,B
23.931623,C
21.568628,B
6.47482,A
21.052631,B
18.84058,B
18.4,B
-12.195122,D
7.7419353,A
19.664268,B
13.997627,B
7.12743,A
4.7077923,A
15.5172415,B
18.032787,B
6.382979,A
9.0,A
18.98734,B
-3.030303,D
15.465838,B
19.97187,B
20.0,B
19.19192,B
8.510638,A
15.407408,B
19.264069,B
15.555555,B
-1.4492754,D
26.649746,C
-2.857143,D
5.882353,A
16.925734,B
13.736263,B
10.1227,A
25.0,C
12.419945,A
0.86206895,D
9.523809,A
5.0,A
5.714286,A
12.903226,B
12.195122,A
24.137932,C
13.529411,B
21.212122,B
9.635417,A
31.37255,C
3.2258065,A
17.777779,B
32.692307,C
18.3469,B
9.689922,A
16.27907,B
18.52977,B
17.307692,B
10.493827,A
23.529411,C
23.394495,C
-22.916666,D
12.962963,B
47.5,E
17.026379,B
25.806452,C
17.449665,B
21.935484,B
6.25,A
14.893617,B
34.782608,C
11.648746,A
-1.8181819,D
23.728813,C
21.875,B
0.0,D
16.875872,B
44.23077,E
16.468378,B
15.103056,B
22.063038,B
16.129032,B
25.0,C
17.948717,B
17.307692,B
21.212122,B
13.253604,B
19.875776,B
15.107914,B
13.636364,B
-1.6042781,D
25.925926,C
28.846153,C
22.413794,C
16.428572,B
11.403509,A
18.867924,B
11.940298,A
26.470589,C
42.857143,E
18.20266,B
27.456648,C
-2.3529413,D
3.1746032,A
27.272728,C
18.181818,B
12.121212,A
18.421053,B
15.217391,B
8.888889,A
27.237354,C
17.857143,B
17.28395,B
0.0,D
25.0,C
5.714286,A
5.7971015,A
14.886364,B
4.597701,A
23.4375,C
17.985611,B
14.90113,B
15.099244,B
2.5,A
22.4,C
16.107382,B
20.71006,B
26.470589,C
21.052631,B
20.512821,B
3.125,A
41.17647,E
12.546125,A
18.69159,B
33.333332,C
30.837004,C
-15.151515,D
47.36842,E
4.9382715,A
43.18182,E
23.809525,C
55.263157,E
14.61318,B
7.4074073,A
6.756757,A
15.161728,B
16.071428,B
17.647058,B
18.0,B
21.621622,B
14.135021,B
12.803532,B
30.232557,C
19.20668,B
40.909092,E
13.793103,B
1.8018018,A
21.73913,B
19.551283,B
17.177914,B
20.261438,B
15.0,B
21.875,B
25.0,C
-9.756098,D
8.045977,A
11.627907,A
16.27907,B
11.940298,A
-3.982301,D
38.46154,E
9.638555,A
11.78344,A
43.243244,E
17.833698,B
-6.25,D
24.267782,C
11.3924055,A
22.529644,C
13.541667,B
9.375,A
13.840831,B
24.528301,C
16.981133,B
13.496933,B
17.101828,B
19.35484,B
12.195122,A
14.285714,B
16.433943,B
16.891891,B
16.020237,B
17.073172,B
27.272728,C
20.77922,B
8.791209,A
11.504425,A
12.217195,A
11.479486,A
28.272251,C
33.333332,C
53.16456,E
12.121212,A
10.759494,A
9.67742,A
19.289341,B
30.555555,C
11.734694,A
20.0,B
15.384615,B
10.0,A
40.969162,E
13.253012,B
17.874395,B
14.754098,B
6.6666665,A
-3.2407408,D
18.894009,B
11.400652,A
4.0816326,A
19.444445,B
13.461538,B
11.940298,A
8.938547,A
17.35626,B
9.541985,A
9.199821,A
16.200294,B
19.767443,B
38.235294,E
19.565218,B
53.703705,E
16.366444,B
19.16996,B
22.580645,C
17.749603,B
27.884615,C
10.769231,A
8.465609,A
8.74924,A
-6.6666665,D
10.676692,A
10.132158,A
12.121212,A
19.178082,B
12.345679,A
25.641026,C
18.473139,B
27.941177,C
14.048059,B
15.294118,B
21.052631,B
10.766046,A
1.5053763,A
26.890757,C
36.0,C
10.11236,A
18.75,B
14.150944,B
18.710691,B
27.272728,C
19.402985,B
56.756756,E
14.905149,B
11.895911,A
21.621622,B
18.181818,B
16.0,B
-2.0,D
18.072289,B
16.666666,B
16.873774,B
19.23077,B
14.124293,B
28.455284,C
9.821428,A
24.528301,C
5.0,A
10.820245,A
25.0,C
-3.409091,D
37.735847,E
3.0,A
1.1764706,D
23.44086,C
16.329966,B
11.533052,A
20.689655,B
22.818792,C
16.677696,B
26.511627,C
11.919192,A
4.5801525,A
15.598086,B
-11.904762,D
18.83117,B
3.508772,A
21.428572,B
32.55814,C
14.331723,B
11.422846,A
14.0,B
23.880596,C
24.038462,C
19.324577,B
20.689655,B
10.294118,A
-1.8518518,D
15.540541,B
19.047619,B
3.488372,A
-6.818182,D
8.510638,A
29.850746,C
31.818182,C
13.333333,B
19.71831,B
16.343088,B
40.816326,E
11.478338,A
11.428572,A
25.531916,C
24.489796,C
17.272728,B
18.543047,B
16.41791,B
11.115152,A
36.11111,C
17.741936,B
22.44898,C
3.488372,A
10.0,A
18.771332,B
25.714285,C
22.857143,C
15.686275,B
8.024692,A
16.546762,B
16.54321,B
23.333334,C
9.49367,A
10.204082,A
13.541989,B
9.259259,A
36.842106,E
1.7751479,A
14.792899,B
22.5,C
20.0,B
8.045977,A
35.48387,C
12.407991,A
7.594937,A
16.552952,B
42.857143,E
17.647058,B
2.8985507,A
27.450981,C
20.408163,B
9.090909,A
15.48583,B
23.30097,C
-4.6511626,D
11.886187,A
14.189585,B
-6.122449,D
15.094339,B
24.0,C
19.489246,B
18.75,B
19.786097,B
8.478803,A
21.981981,B
8.510638,A
31.914894,C
8.391608,A
8.163265,A
24.324324,C
11.111111,A
16.78832,B
19.52381,B
24.166666,C
13.513514,B
12.5,A
18.536585,B
29.007633,C
5.714286,A
2.3255813,A
27.272728,C
19.35484,B
20.0,B
21.978022,B
20.238094,B
32.8125,C
6.122449,A
5.882353,A
9.085883,A
34.45378,C
27.659575,C
19.047619,B
24.657534,C
41.935482,E
22.727272,C
12.173913,A
16.90141,B
22.857143,C
19.444445,B
22.222221,C
17.834394,B
-8.333333,D
13.623047,B
21.276596,B
20.183487,B
7.5,A
43.75,E
-5.4054055,D
14.545455,B
14.946071,B
34.375,C
17.030567,B
17.197453,B
11.730206,A
15.789474,B
23.717218,C
10.526316,A
14.336283,B
8.064516,A
11.904762,A
16.226913,B
17.391304,B
14.851485,B
28.125,C
22.580645,C
32.142857,C
12.325762,A
1.2345679,D
3.030303,A
20.557491,B
9.9009905,A
0.0,D
11.4754095,A
10.344828,A
11.702127,A
14.404133,B
36.78161,C
31.25,C
24.324324,C
7.894737,A
13.740903,B
9.722222,A
36.708862,C
5.8139534,A
16.666666,B
17.13781,B
23.305084,C
14.634147,B
20.178041,B
19.863014,B
22.352942,C
18.181818,B
11.516035,A
15.966387,B
-3.2258065,D
15.789474,B
14.084507,B
20.0,B
22.222221,C
17.513134,B
21.32867,B
10.018692,A
-9.523809,D
12.0,A
2.0,A
27.692308,C
11.4754095,A
-2.5,D
46.47059,E
26.153847,C
19.620253,B
13.483146,B
19.35484,B
12.698413,B
15.625,B
11.742424,A
21.73913,B
19.12981,B
31.428572,C
16.27907,B
18.918919,B
19.376026,B
13.434875,B
23.157894,C
0.0,D
9.67742,A
5.263158,A
-1.8181819,D
10.769231,A
4.255319,A
27.927927,C
25.2809,C
25.925926,C
17.763159,B
14.4783535,B
26.666666,C
36.842106,E
13.043478,B
70.833336,E
4.6511626,A
7.879925,A
31.707317,C
13.756614,B
18.378378,B
10.869565,A
31.818182,C
24.031008,C
33.333332,C
1.7241379,A
1.8348624,A
11.594203,A
5.357143,A
23.255814,C
9.523809,A
10.588235,A
11.80867,A
14.146341,B
8.139535,A
0.0,D
9.427609,A
21.592443,B
33.333332,C
12.0,A
20.437956,B
30.208334,C
9.756098,A
22.73249,C
0.0,D
29.05028,C
42.22222,E
22.222221,C
22.127329,B
2.5641026,A
30.541872,C
8.955224,A
26.31579,C
22.842043,C
21.666666,B
15.676928,B
26.31579,C
10.109289,A
18.421053,B
1.0869565,D
16.81416,B
16.27907,B
11.538462,A
15.226506,B
25.146198,C
-2.857143,D
6.6666665,A
8.951049,A
12.5,A
13.541667,B
-15.2,D
22.680412,C
14.622642,B
23.68421,C
5.0,A
25.287355,C
10.280374,A
14.814815,B
-14.43299,D
-2.0833333,D
37.931034,E
0.0,D
11.594203,A
19.323671,B
-1.8348624,D
16.200645,B
25.490196,C
10.765402,A
21.467392,B
12.826931,B
28.571428,C
47.13376,E
14.372517,B
20.0,B
15.384615,B
4.21286,A
15.306123,B
13.284672,B
13.559322,B
27.586206,C
-5.6179776,D
10.521416,A
17.592005,B
10.0,A
-2.0920503,D
23.5,C
10.100509,A
20.408163,B
5.0,A
17.370031,B
57.575756,E
15.198162,B
3.3783784,A
30.76923,C
17.117117,B
4.255319,A
26.229507,C
22.307692,C
19.148935,B
14.675232,B
16.917728,B
7.7777777,A
33.536587,C
15.436241,B
18.867924,B
22.881355,C
17.411764,B
18.918919,B
12.906264,B
15.007949,B
27.272728,C
17.54386,B
15.151515,B
8.510638,A
21.183207,B
0.0,D
12.112676,A
15.837104,B
15.953947,B
23.529411,C
15.90106,B
13.543599,B
7.8431373,A
15.29685,B
18.482386,B
22.222221,C
54.347828,E
13.834951,B
39.240505,E
0.0,D
-14.285714,D
76.47059,E
41.17647,E
1.1594203,D
15.384615,B
24.8,C
13.807531,B
15.555555,B
-2.0,D
11.031175,A
17.5,B
13.684211,B
13.179117,B
18.500206,B
15.360501,B
22.535212,C
9.756098,A
36.53846,C
16.216217,B
31.932774,C
26.470589,C
-17.021276,D
18.39934,B
40.909092,E
45.833332,E
15.932203,B
29.787233,C
8.620689,A
0.0,D
16.62531,B
13.043478,B
17.213116,B
16.330858,B
47.5,E
56.410255,E
20.279314,B
-4.7619047,D
15.629229,B
18.994709,B
22.64151,C
0.0,D
29.545454,C
17.952885,B
1.9230769,A
8.571428,A
31.01266,C
31.50685,C
15.968014,B
6.451613,A
16.666666,B
13.057324,B
20.689655,B
17.241379,B
5.882353,A
10.714286,A
-3.4188035,D
69.76744,E
35.48387,C
15.789474,B
2.7027028,A
32.07547,C
19.512196,B
21.753246,B
0.0,D
15.662651,B
21.212122,B
23.255814,C
-1.7241379,D
17.880554,B
19.496855,B
15.589354,B
13.235294,B
22.857143,C
25.842697,C
20.264317,B
14.285714,B
27.731092,C
7.5757575,A
12.121212,A
14.958448,B
30.434782,C
16.666666,B
29.310345,C
15.9432745,B
8.906882,A
23.68421,C
30.30303,C
18.181818,B
14.221151,B
33.333332,C
21.875,B
14.893617,B
-21.875,D
17.857143,B
9.523809,A
21.428572,B
20.77922,B
30.555555,C
7.946128,A
16.223776,B
6.060606,A
9.333333,A
34.95935,C
12.012645,A
8.333333,A
9.266409,A
3.5714285,A
16.666666,B
4.8192773,A
34.88372,C
-8.571428,D
14.193548,B
28.04878,C
13.84018,B
6.470588,A
10.909091,A
17.632242,B
24.496645,C
16.964285,B
23.913044,C
12.701054,B
8.196721,A
16.890594,B
0.0,D
20.0,B
11.864407,A
9.489051,A
50.724636,E
12.386157,A
5.645161,A
24.137932,C
2.631579,A
15.077605,B
8.794788,A
15.625,B
27.272728,C
5.732484,A
20.29703,B
41.666668,E
22.330097,C
4.1666665,A
14.285714,B
12.987013,B
31.884058,C
25.531916,C
6.25,A
13.461538,B
20.253164,B
33.333332,C
19.787518,B
17.021276,B
12.249443,A
13.043478,B
11.666667,A
25.692696,C
8.823529,A
6.4102564,A
20.300753,B
8.098833,A
16.518581,B
24.444445,C
12.7829075,B
17.870722,B
15.662651,B
22.222221,C
18.518518,B
13.407822,B
23.529411,C
18.164062,B
15.929204,B
12.435233,A
13.785558,B
19.903303,B
28.947369,C
22.61823,C
12.836244,B
37.037037,E
16.470589,B
19.020409,B
11.797752,A
9.937888,A
8.281573,A
43.75,E
15.789474,B
-9.278351,D
15.022422,B
33.766235,C
18.919561,B
6.8322983,A
35.0,C
18.518518,B
15.0,B
35.08772,C
19.883041,B
16.525024,B
13.261649,B
20.625,B
2.0408163,A
4.6511626,A
20.0,B
0.51282054,D
16.25,B
0.0,D
37.837837,E
27.272728,C
13.888889,B
16.666666,B
6.451613,A
5.263158,A
24.0,C
10.05291,A
32.432434,C
32.35294,C
23.624596,C
23.68421,C
19.811321,B
4.7571855,A
10.377358,A
13.327206,B
15.740741,B
-8.1081085,D
22.680412,C
25.0,C
7.086614,A
12.411848,A
14.306569,B
20.306513,B
20.567375,B
18.571428,B
10.752688,A
7.017544,A
18.98734,B
16.363636,B
10.578187,A
14.010508,B
35.365852,C
30.76923,C
-6.25,D
22.19321,B
17.80822,B
15.909091,B
6.629834,A
-10.0,D
26.415094,C
4.0,A
25.728155,C
21.818182,B
2.4096386,A
8.955224,A
-13.333333,D
12.820513,B
12.5,A
83.49056,E
4.347826,A
12.121212,A
10.227273,A
-2.3255813,D
18.181818,B
15.127479,B
39.39394,E
9.349593,A
11.111111,A
15.994882,B
10.0,A
15.324519,B
14.781852,B
0.0,D
15.556559,B
16.020672,B
24.528301,C
11.956522,A
32.5,C
16.17647,B
19.36937,B
15.547025,B
22.377623,C
27.884615,C
-2.0,D
6.451613,A
32.0,C
60.60606,E
14.330977,B
20.222635,B
20.833334,B
17.175888,B
21.357285,B
4.0,A
15.5172415,B
9.090909,A
25.0,C
-3.2258065,D
21.551723,B
49.64539,E
18.61472,B
21.6,B
13.14741,B
24.21875,C
16.0,B
19.444445,B
10.05291,A
22.095673,B
20.41237,B
17.361784,B
20.408163,B
17.332201,B
19.298246,B
21.95122,B
26.027397,C
8.823529,A
-1.8518518,D
-3.9215686,D
18.644068,B
18.181818,B
14.42242,B
13.888889,B
12.396694,A
15.094339,B
1.0452962,D
13.978495,B
46.61017,E
5.050505,A
20.394737,B
17.816092,B
3.1096563,A
5.4347825,A
12.150333,A
0.0,D
16.914894,B
15.313146,B
18.82353,B
6.25,A
12.717537,B
-1.5384616,D
14.671815,B
19.642857,B
27.090302,C
18.899431,B
9.9009905,A
15.849673,B
15.764706,B
32.692307,C
37.735847,E
21.518988,B
26.470589,C
24.154589,C
4.6875,A
20.300753,B
9.756098,A
16.209476,B
15.789474,B
14.384748,B
13.235294,B
18.181818,B
40.0,E
38.94737,E
57.142857,E
50.0,E
10.526316,A
27.559055,C
17.105263,B
19.631903,B
-10.810811,D
17.5,B
13.939394,B
14.189189,B
25.411764,C
23.050848,C
15.375229,B
16.513762,B
20.588236,B
32.692307,C
35.92233,C
30.0,C
18.421053,B
10.840109,A
22.44898,C
16.059702,B
21.875,B
23.333334,C
13.102655,B
12.871287,B
20.895523,B
16.017553,B
9.67742,A
15.130024,B
11.959521,A
-12.244898,D
6.2146893,A
16.70089,B
25.333334,C
24.038462,C
17.777779,B
8.75,A
17.418215,B
21.052631,B
15.8891325,B
16.393442,B
15.625,B
17.161226,B
16.373857,B
3.5211267,A
25.490196,C
16.127577,B
29.166666,C
10.256411,A
17.204302,B
13.084112,B
24.271845,C
6.6666665,A
11.351352,A
29.67033,C
0.0,D
0.0,D
2.0304568,A
20.895523,B
15.189874,B
14.634147,B
18.918919,B
53.333332,E
30.573248,C
6.2084255,A
16.312057,B
2.857143,A
23.958334,C
-7.3170733,D
13.174603,B
0.0,D
12.433863,A
-9.859155,D
27.487562,C
3.292181,A
31.132076,C
11.811024,A
4.0540543,A
2.4390244,A
10.810811,A
8.74317,A
16.778524,B
9.375,A
21.698112,B
7.5,A
10.0,A
15.909091,B
17.80822,B
8.247422,A
4.888889,A
25.0,C
18.045113,B
39.02439,E
20.300753,B
13.653136,B
13.916829,B
13.724686,B
13.2,B
16.666666,B
12.017167,A
-12.195122,D
13.953488,B
-6.25,D
10.736407,A
-15.625,D
14.683267,B
20.25641,B
16.09756,B
12.91834,B
13.620254,B
20.53232,B
15.094339,B
13.043478,B
-11.538462,D
34.146343,C
12.0,A
15.384615,B
17.647058,B
4.6666665,A
16.949152,B
5.0,A
22.5,C
17.977528,B
10.31746,A
4.8192773,A
20.0,B
10.666667,A
21.794872,B
13.207547,B
6.8543453,A
17.964071,B
28.0,C
32.727272,C
17.333334,B
10.0,A
22.54642,C
11.336032,A
3.125,A
14.59854,B
21.276596,B
19.570406,B
8.533334,A
16.796875,B
17.045454,B
35.135136,C
